発生日時,終了日時,実作業時間,主な作業内容
2026/04/27 13:30,2026/04/27 13:30,0:05,メール（28. 独占禁止法違反事件）の閲覧・作成 / メール（29. 独占禁止法／従業員派遣・演出装飾作業）の閲覧・作成
2026/04/27 13:31,2026/04/27 13:31,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:31,2026/04/27 13:31,0:05,メール（29. 独占禁止法／従業員派遣・演出装飾作業）の閲覧・作成 / メール（30. 表示・家電公取協関連）の閲覧・作成
2026/04/27 13:31,2026/04/27 13:31,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:31,2026/04/27 13:31,0:05,メール（30. 表示・家電公取協関連）の閲覧・作成 / メール（31. 福徳・フォーレスト酒販関連）の閲覧・作成
2026/04/27 13:31,2026/04/27 13:31,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:31,2026/04/27 13:31,0:05,メール（31. 福徳・フォーレスト酒販関連）の閲覧・作成 / メール（32. 一時処理フォルダ）の閲覧・作成
2026/04/27 13:32,2026/04/27 13:32,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:32,2026/04/27 13:32,0:05,メール（32. 一時処理フォルダ）の閲覧・作成 / メール（33. ジェットクリーニング㈱）の閲覧・作成
2026/04/27 13:32,2026/04/27 13:32,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:32,2026/04/27 13:32,0:05,メール（33. ジェットクリーニング㈱）の閲覧・作成 / メール（34. TKC・Freee・バクラク関連）の閲覧・作成
2026/04/27 13:32,2026/04/27 13:32,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:32,2026/04/27 13:32,0:05,メール（34. TKC・Freee・バクラク関連）の閲覧・作成 / メール（4. 株主総会）の閲覧・作成
2026/04/27 13:32,2026/04/27 13:32,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:32,2026/04/27 13:32,0:05,メール（4. 株主総会）の閲覧・作成 / メール（5. 取締役会・経営会議）の閲覧・作成
2026/04/27 13:32,2026/04/27 13:32,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:33,2026/04/27 13:33,0:05,メール（5. 取締役会・経営会議）の閲覧・作成 / メール（6. ㈱エディオン／月次報告・予算管理）の閲覧・作成
2026/04/27 13:33,2026/04/27 13:33,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:33,2026/04/27 13:33,0:05,メール（6. ㈱エディオン／月次報告・予算管理）の閲覧・作成 / メール（7. 物流プロジェクト会議）の閲覧・作成
2026/04/27 13:33,2026/04/27 13:33,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:33,2026/04/27 13:33,0:05,メール（7-1. ジェイトップ）の閲覧・作成 / メール（7. 物流プロジェクト会議）の閲覧・作成
2026/04/27 13:34,2026/04/27 13:34,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:34,2026/04/27 13:34,0:05,メール（7-1. ジェイトップ）の閲覧・作成 / メール（7-2. 東京配送サービス株式会社）の閲覧・作成
2026/04/27 13:34,2026/04/27 13:34,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:34,2026/04/27 13:34,0:05,メール（7-2. 東京配送サービス株式会社）の閲覧・作成 / メール（7-3. 寿堂紙製造株式会社）の閲覧・作成
2026/04/27 13:34,2026/04/27 13:34,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:34,2026/04/27 13:34,0:05,メール（7-3. 寿堂紙製造株式会社）の閲覧・作成 / メール（7-4. 神明株式会社）の閲覧・作成
2026/04/27 13:34,2026/04/27 13:34,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:34,2026/04/27 13:34,0:05,メール（7-4. 神明株式会社）の閲覧・作成 / メール（7-5. セコム株式会社（警備保障））の閲覧・作成
2026/04/27 13:35,2026/04/27 13:35,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:35,2026/04/27 13:35,0:05,メール（7-5. セコム株式会社（警備保障））の閲覧・作成 / メール（7-6. そごう・西武株式会社）の閲覧・作成
2026/04/27 13:35,2026/04/27 13:35,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:35,2026/04/27 13:35,0:05,メール（7-6. そごう・西武株式会社）の閲覧・作成 / メール（7-7. 転貸仲介業者）の閲覧・作成
2026/04/27 13:35,2026/04/27 13:35,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:35,2026/04/27 13:35,0:05,メール（7-7. 転貸仲介業者）の閲覧・作成 / メール（7-8. 物件紹介・コマーシャル）の閲覧・作成
2026/04/27 13:35,2026/04/27 13:35,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:35,2026/04/27 13:35,0:05,メール（7-8. 物件紹介・コマーシャル）の閲覧・作成 / メール（7-9. 垂直搬送機の関する件）の閲覧・作成
2026/04/27 13:35,2026/04/27 13:35,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:36,2026/04/27 13:36,0:05,メール（7-9. 垂直搬送機の関する件）の閲覧・作成 / メール（8. ㈱エディオン連携）の閲覧・作成
2026/04/27 13:36,2026/04/27 13:36,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:36,2026/04/27 13:36,0:05,メール（8-1. ドロップシッピング）の閲覧・作成 / メール（8. ㈱エディオン連携）の閲覧・作成
2026/04/27 13:36,2026/04/27 13:36,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:36,2026/04/27 13:36,0:05,メール（8-1. ドロップシッピング）の閲覧・作成 / メール（8-2. 表示関連）の閲覧・作成
2026/04/27 13:36,2026/04/27 13:36,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:36,2026/04/27 13:36,0:05,メール（8-2. 表示関連）の閲覧・作成 / メール（9. フォーレスト規程関連）の閲覧・作成
2026/04/27 13:36,2026/04/27 13:36,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:37,2026/04/27 13:37,0:05,メール（9. フォーレスト規程関連）の閲覧・作成
2026/04/27 13:38,2026/04/27 13:38,0:05,Webサイト（Google Chrome のジャンプ リスト）の閲覧・調査 / Webサイト（Windows シェル エクスペリエンス ホスト）の閲覧・調査
2026/04/27 13:38,2026/04/27 13:38,0:05,メール（Fwd: コクヨ NEOS販促策（次号見開き掲載・年間ｲﾝｾﾝﾃｨﾌﾞ）覚書（案）ご送付の件）の閲覧・作成
2026/04/27 13:38,2026/04/27 13:38,0:05,Webサイト（Google Chrome のジャンプ リスト）の閲覧・調査
2026/04/27 13:38,2026/04/27 13:38,0:05,メール（Fwd: コクヨ NEOS販促策（次号見開き掲載・年間ｲﾝｾﾝﾃｨﾌﾞ）覚書（案）ご送付の件）の閲覧・作成
2026/04/27 13:38,2026/04/27 13:38,0:05,Webサイト（Google Chrome のジャンプ リスト）の閲覧・調査 / Webサイト（Google Chrome）の閲覧・調査
2026/04/27 13:39,2026/04/27 13:39,0:05,メール（フォーレスト株式会社 メール）の閲覧・作成
2026/04/27 13:39,2026/04/27 13:49,0:10,Gmail / Gmail - Google Chrome / ようこそ - Google Chrome / メール（9. フォーレスト規程関連）の閲覧・作成 / メール（Fwd: コクヨ NEOS販促策（次号見開き掲載・年間ｲﾝｾﾝﾃｨﾌﾞ）覚書（案）ご送付の件）の閲覧・作成 / メール（【未引当76伝】ココ楽天☆販売停止 品目CD：639218 ｽﾄ）の閲覧・作成 / メール（フォーレス...
2026/04/27 13:49,2026/04/27 13:49,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:49,2026/04/27 13:49,0:05,メール（9. フォーレスト規程関連）の閲覧・作成 / メール（スター付き）の閲覧・作成
2026/04/27 13:50,2026/04/27 13:50,0:05,Webサイト（ファイル検索するフォルダーを選択する）の閲覧・調査
2026/04/27 13:50,2026/04/27 14:02,0:12,"メール（スター付き）の閲覧・作成 / メール（受信トレイ (14,823)）の閲覧・作成"
2026/04/27 14:02,2026/04/27 14:02,0:05,Webサイト（gmail - 検索）の閲覧・調査
2026/04/27 14:02,2026/04/27 14:02,0:05,メール（スター付き）の閲覧・作成
2026/04/27 14:02,2026/04/27 14:02,0:05,サイボウズ（Cybozu MBOX Converter V3.6 - Native Path Fixed）での情報確認・処理 / 作成完了
2026/04/27 14:02,2026/04/27 14:02,0:05,Webサイト（Lenovo-csd）の閲覧・調査
2026/04/27 14:02,2026/04/27 14:02,0:05,サイボウズ（個人フォルダ - サイボウズ Office および他 2 ページ）での情報確認・処理
2026/04/27 14:02,2026/04/27 14:27,0:24,Webサイト（10.85.33.223 - リモート デスクトップ接続）の閲覧・調査 / Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査 / Webサイト（Google Chrome のジャンプ リスト）の閲覧・調査 / Webサイト（Lenovo-csd）の閲覧・調査 / Webサイト（gmail - 検索）の閲覧・調査 / Webサイト（リモート デス...
2026/04/27 14:27,2026/04/27 14:28,0:05,Excelファイル（20260427_ログ表示結果-20260416175217.xlsx ）の入力・編集 / Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / Excelファイル（IT規制Webサイト設定_v3.xlsx ）の入力・編集
2026/04/27 14:28,2026/04/27 14:28,0:05,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査
2026/04/27 14:28,2026/04/27 14:28,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 14:33,2026/04/27 14:33,0:05,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査
2026/04/27 14:34,2026/04/27 14:34,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 14:34,2026/04/27 14:34,0:05,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査
2026/04/27 14:34,2026/04/27 14:34,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 14:35,2026/04/27 14:35,0:05,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査
2026/04/27 14:36,2026/04/27 14:36,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 14:36,2026/04/27 14:36,0:05,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査
2026/04/27 14:37,2026/04/27 14:37,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 14:37,2026/04/27 14:37,0:05,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査
2026/04/27 14:37,2026/04/27 14:37,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 14:37,2026/04/27 14:37,0:05,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査
2026/04/27 14:39,2026/04/27 14:39,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 14:39,2026/04/27 14:45,0:05,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査 / Webサイト（Google Gemini）の閲覧・調査 / Webサイト（Lenovo-csd）の閲覧・調査 / Webサイト（社内SEの仕事なんでも相談 - Google Gemini）の閲覧・調査
2026/04/27 14:51,2026/04/27 14:51,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 14:51,2026/04/27 14:52,0:05,Webサイト（Google Gemini）の閲覧・調査 / Webサイト（サービス残業調査報告書作成 - Google Gemini）の閲覧・調査
2026/04/27 14:53,2026/04/27 14:53,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集 / Excelファイル（成川.csv）の入力・編集
2026/04/27 14:54,2026/04/27 14:54,0:05,Webサイト（サービス残業調査報告書作成 - Google Gemini）の閲覧・調査
2026/04/27 14:56,2026/04/27 14:56,0:05,Excelファイル（成川.csv）の入力・編集
2026/04/27 14:57,2026/04/27 15:13,0:16,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査 / Webサイト（Google Gemini）の閲覧・調査 / Webサイト（Lenovo-csd）の閲覧・調査 / Webサイト（サービス残業調査報告_詳細ログ（成川氏）_20260404 - Google スプレッドシート）の閲覧・調査 / Webサイト（サービス残業調査報告書作成 - Google Ge...
2026/04/27 15:13,2026/04/27 15:13,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 15:14,2026/04/27 15:14,0:05,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査
2026/04/27 15:14,2026/04/27 15:14,0:05,Excelファイル（20260427_ログ表示結果-20260416175217）の入力・編集
2026/04/27 15:14,2026/04/27 15:37,0:23,Webサイト（192.169.5.5 - リモート デスクトップ接続）の閲覧・調査 / Webサイト（Google マップ）の閲覧・調査 / Webサイト（Windows シェル エクスペリエンス ホスト）の閲覧・調査 / Webサイト（google - Google 検索）の閲覧・調査 / Webサイト（googleMAP - Google 検索）の閲覧・調査 / Webサイト（サービス残...
2026/04/27 15:48,2026/04/27 16:19,0:30,サイボウズ（forestway.cybozu.com/o/ag.cgi?page=ScheduleIndex および他 2 ページ）での情報確認・処理 / サイボウズ（スケジュール（グループ週表示） - サイボウズ Office および他 2 ページ）での情報確認・処理 / サイボウズ（スケジュール（グループ週表示） - サイボウズ Office）での情報確認・処理 / サイボウズ（メッセー...
2026/04/27 16:19,2026/04/27 16:21,0:05,Webサイト（C:\Users\フォーレスト026\Downloads\サービス残業調査報告書（成川氏）_20260404.md - サクラエディタ32bit 2.4.2.6048）の閲覧・調査 / Webサイト（サービス残業調査報告書（成川氏）_20260404 - Google ドキュメント）の閲覧・調査 / Webサイト（サービス残業調査報告書（成川氏）_20260404.docx  ...
