日付,時間,作業内容
2026/04/23,19:23:42,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/23,19:23:50,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/23,19:30:01,[外部ログ] ESET Endpoint Security
2026/04/23,19:30:02,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/23,19:30:02,[外部ログ] Program Manager
2026/04/23,19:30:08,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/23,19:33:10,[外部ログ] 
2026/04/23,19:33:10,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,08:59:02,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/24,08:59:15,[外部ログ] Program Manager
2026/04/24,08:59:19,[外部ログ] 
2026/04/24,08:59:20,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:02:33,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:02:35,[外部ログ] Program Manager
2026/04/24,09:02:37,[外部ログ] freee人事労務 および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:02:39,[外部ログ] accounts.secure.freee.co.jp/sessions/new?redirect_url=https%3A%2F%2Fp.secure.freee.co.jp%2Fusers%2Fafter_login%3Fhash%3D&service_name=payroll&sign_up_url=https%3A%2F%2Faccounts.secure.freee.co.jp%2Fsign_up%3Finitial_service%3Dpayroll%26login_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252F%26prefer%3Demail%26redirect_url%3Dhttps%253A%252F%252Fp.secure.freee.co.jp%252Factivation%26service_name%3Dpayroll%26verification_type%3Dcode および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:02:39,[外部ログ] freeeアカウントでログイン | freee および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:02:41,[外部ログ] freeeアカウントでログイン | freee
2026/04/24,09:02:42,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:02:46,[外部ログ] 
2026/04/24,09:02:46,[外部ログ] リモート デスクトップ接続 のジャンプ リスト
2026/04/24,09:02:47,[外部ログ] 
2026/04/24,09:02:49,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:03:15,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:03:19,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:03:19,[外部ログ] リモート デスクトップ接続
2026/04/24,09:03:22,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:04:38,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:07:09,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:07:11,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:07:19,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:07:25,[外部ログ] 
2026/04/24,09:07:25,[外部ログ] freeeアカウントでログイン | freee および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:07:27,[外部ログ] ログイン および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:07:27,[外部ログ] ログイン
2026/04/24,09:07:29,[外部ログ] インフォメーション および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:07:29,[外部ログ] インフォメーション
2026/04/24,09:07:31,[外部ログ] トップページ - サイボウズ Office および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:07:32,[外部ログ] トップページ - サイボウズ Office
2026/04/24,09:07:33,[外部ログ] 個人フォルダ - サイボウズ Office および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:07:33,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/24,09:07:35,[外部ログ] 個人フォルダ - サイボウズ Office
2026/04/24,09:07:37,[外部ログ] メッセージの詳細 - サイボウズ Office および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:07:37,[外部ログ] メッセージの詳細 - サイボウズ Office
2026/04/24,09:07:37,[ブラウザ(Edge)] 閲覧: メッセージの詳細 - サイボウズ Office
2026/04/24,09:07:39,[外部ログ] forestway.cybozu.com/o/ag.cgi?page=MailIndex および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:07:39,[外部ログ] メール - サイボウズ Office および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:07:39,[外部ログ] メール - サイボウズ Office
2026/04/24,09:07:42,[外部ログ] 
2026/04/24,09:07:45,[外部ログ] Mozilla Thunderbird
2026/04/24,09:07:46,[外部ログ] ホーム - Mozilla Thunderbird
2026/04/24,09:07:47,[外部ログ] Mozilla Thunderbird
2026/04/24,09:07:47,[外部ログ] ホーム - Mozilla Thunderbird
2026/04/24,09:07:50,[外部ログ] Re: 年間スケジュール変更の件 - Mozilla Thunderbird
2026/04/24,09:07:50,[外部ログ] ホーム - Mozilla Thunderbird
2026/04/24,09:07:50,[外部ログ] Re: 年間スケジュール変更の件 - Mozilla Thunderbird
2026/04/24,09:07:50,[外部ログ] ホーム - Mozilla Thunderbird
2026/04/24,09:07:50,[外部ログ] Re: 年間スケジュール変更の件 - Mozilla Thunderbird
2026/04/24,09:08:00,[外部ログ] 宮澤 - t_ito - Mozilla Thunderbird
2026/04/24,09:08:02,[外部ログ] 受信トレイ - t_ito - Mozilla Thunderbird
2026/04/24,09:08:04,[外部ログ] 2.システム運営課 - t_ito - Mozilla Thunderbird
2026/04/24,09:08:13,[外部ログ] メール - サイボウズ Office および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:08:16,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:08:20,[外部ログ] Program Manager
2026/04/24,09:08:23,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:10:00,[外部ログ] サイト名と危険度を列に追加 - Claude - Google Chrome
2026/04/24,09:10:03,[外部ログ] 新しいタブ - Google Chrome
2026/04/24,09:10:03,[外部ログ] 新しいタブ
2026/04/24,09:10:09,[ブラウザ(手動)] 閲覧: 窓の杜 - Google 検索
2026/04/24,09:10:09,[外部ログ] 窓の杜 - Google 検索 - Google Chrome
2026/04/24,09:10:11,[ブラウザ(手動)] 閲覧: WindowsアプリやAIの活用法、最新ニュース - 窓の杜
2026/04/24,09:10:11,[外部ログ] WindowsアプリやAIの活用法、最新ニュース - 窓の杜 - Google Chrome
2026/04/24,09:10:15,[外部ログ] WindowsアプリやAIの活用法、最新ニュース - 窓の杜
2026/04/24,09:10:19,[ブラウザ(手動)] 閲覧: セキュリティ 脆弱性 - 窓の杜
2026/04/24,09:10:19,[外部ログ] セキュリティ 脆弱性 - 窓の杜 - Google Chrome
2026/04/24,09:10:20,[外部ログ] セキュリティ 脆弱性 - 窓の杜
2026/04/24,09:11:09,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:12:37,[外部ログ] メール - サイボウズ Office および他 3 ページ - My profile １ - Microsoft? Edge
2026/04/24,09:12:37,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:12:38,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:12:44,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:12:47,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:12:50,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:14:28,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:15:13,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:16:07,[外部ログ] 
2026/04/24,09:16:08,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:18:35,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:19:58,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:20:26,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:20:58,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:21:20,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:21:23,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:21:33,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:21:41,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:21:42,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:23:10,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:23:22,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:24:14,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:24:15,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:25:16,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:27:20,[外部ログ] 
2026/04/24,09:27:21,[外部ログ] ESET Endpoint Security
2026/04/24,09:27:36,[外部ログ] 詳細設定 - ESET Endpoint Security
2026/04/24,09:27:47,[外部ログ] ESET Endpoint Security
2026/04/24,09:27:51,[外部ログ] 詳細設定 - ESET Endpoint Security
2026/04/24,09:27:58,[外部ログ] ESET Endpoint Security
2026/04/24,09:28:04,[外部ログ] Program Manager
2026/04/24,09:28:06,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:28:14,[外部ログ] 
2026/04/24,09:28:15,[外部ログ] ESET Endpoint Security
2026/04/24,09:28:26,[外部ログ] 詳細設定 - ESET Endpoint Security
2026/04/24,09:28:30,[外部ログ] ESET Endpoint Security
2026/04/24,09:28:32,[外部ログ] 詳細設定 - ESET Endpoint Security
2026/04/24,09:28:38,[外部ログ] ESET Endpoint Security
2026/04/24,09:28:41,[外部ログ] Program Manager
2026/04/24,09:28:43,[外部ログ] 
2026/04/24,09:28:44,[外部ログ] ESET Endpoint Security
2026/04/24,09:28:57,[外部ログ] 詳細設定 - ESET Endpoint Security
2026/04/24,09:29:12,[外部ログ] ESET Endpoint Security
2026/04/24,09:29:20,[外部ログ] 詳細設定 - ESET Endpoint Security
2026/04/24,09:29:34,[外部ログ] ESET Endpoint Security
2026/04/24,09:29:41,[外部ログ] Program Manager
2026/04/24,09:29:48,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:30:57,[外部ログ] 
2026/04/24,09:31:00,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,09:32:11,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:32:26,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:32:51,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:32:57,[外部ログ] 
2026/04/24,09:32:57,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,09:37:04,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:38:38,[外部ログ] リモート デスクトップ接続
2026/04/24,09:38:39,[外部ログ] 192.169.5.5 - リモート デスクトップ接続
2026/04/24,09:38:39,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,09:41:03,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/24,09:41:05,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:41:08,[外部ログ] IT規制Webサイト設定_v3.xlsx - Excel
2026/04/24,09:41:08,[外部ログ] 10.85.33.223 - リモート デスクトップ接続
2026/04/24,09:41:11,[外部ログ] Program Manager
2026/04/24,09:41:32,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST - エクスプローラー
2026/04/24,09:41:36,[外部ログ] Program Manager
2026/04/24,09:41:37,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST - エクスプローラー
2026/04/24,09:42:02,[外部ログ] BlockTEST - エクスプローラー
2026/04/24,09:42:02,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\BlockTEST - エクスプローラー
2026/04/24,09:42:04,[外部ログ] ESETWebBlockTEST - エクスプローラー
2026/04/24,09:42:04,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST - エクスプローラー
2026/04/24,09:42:20,[外部ログ] 20260424 - エクスプローラー
2026/04/24,09:42:20,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\20260424 - エクスプローラー
2026/04/24,09:42:31,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,09:42:34,[外部ログ] スナップ アシスト
2026/04/24,09:42:37,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,09:42:43,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\20260424 - エクスプローラー
2026/04/24,09:42:49,[外部ログ] 新しいフォルダー - エクスプローラー
2026/04/24,09:42:49,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\20260424\新しいフォルダー - エクスプローラー
2026/04/24,09:42:51,[外部ログ] 20260424 - エクスプローラー
2026/04/24,09:42:51,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\20260424 - エクスプローラー
2026/04/24,09:42:51,[外部ログ] ESETWebBlockTEST - エクスプローラー
2026/04/24,09:42:51,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST - エクスプローラー
2026/04/24,09:42:53,[外部ログ] 20260424 - エクスプローラー
2026/04/24,09:42:53,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\20260424 - エクスプローラー
2026/04/24,09:44:14,[外部ログ] 名前の変更
2026/04/24,09:44:18,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\20260424 - エクスプローラー
2026/04/24,09:44:41,[外部ログ] このアプリはお使いの PC では実行できません
2026/04/24,09:44:42,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\20260424 - エクスプローラー
2026/04/24,09:44:50,[外部ログ] メモ帳
2026/04/24,09:44:50,[外部ログ] sky_to_client_eset_settings_start.bat - メモ帳
2026/04/24,09:44:53,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,09:44:54,[外部ログ] sky_to_client_eset_settings_start.bat - メモ帳
2026/04/24,09:44:55,[外部ログ] *sky_to_client_eset_settings_start.bat - メモ帳
2026/04/24,09:44:59,[外部ログ] 名前を付けて保存
2026/04/24,09:45:04,[外部ログ] 名前を付けて保存の確認
2026/04/24,09:45:05,[外部ログ] 名前を付けて保存
2026/04/24,09:45:05,[外部ログ] *sky_to_client_eset_settings_start.bat - メモ帳
2026/04/24,09:45:05,[外部ログ] sky_to_client_eset_settings_start.bat - メモ帳
2026/04/24,09:45:07,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,09:45:08,[外部ログ] eset_import_test2.bat - メモ帳
2026/04/24,09:45:08,[外部ログ] タイトルなし - メモ帳
2026/04/24,09:45:10,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,09:45:11,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\20260424 - エクスプローラー
2026/04/24,09:45:34,[外部ログ] @ウェブ [ESET CMD ESET Endpoint Security ESETオンラインヘルプ](https://help.eset.com/ees/... - Comet
2026/04/24,09:45:42,[外部ログ] C:\Users\フォーレスト026\Desktop\ESETWebBlockTEST\20260424 - エクスプローラー
2026/04/24,09:45:45,[外部ログ] (無題) - サクラエディタ32bit 2.4.2.6048  
2026/04/24,09:45:45,[外部ログ] デスクトップ\ESETWebBlockTEST\20260424\新規 テキスト ドキュメント.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/24,09:45:46,[外部ログ] デスクトップ\ESETWebBlockTEST\20260424\新規 テキスト ドキュメント.txt(更新) - サクラエディタ32bit 2.4.2.6048  
2026/04/24,09:45:50,[外部ログ] 名前を付けて保存
2026/04/24,09:46:34,[外部ログ] デスクトップ\ESETWebBlockTEST\20260424\新規 テキスト ドキュメント.txt(更新) - サクラエディタ32bit 2.4.2.6048  
2026/04/24,09:46:34,[外部ログ] デスクトップ\ESETWebBlockTEST\20260424\client_esetsettingsstart_filedelete.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/24,09:46:38,[外部ログ] 名前を付けて保存
2026/04/24,09:46:45,[外部ログ] デスクトップ\ESETWebBlockTEST\20260424\client_esetsettingsstart_filedelete.txt - サクラエディタ32bit 2.4.2.6048  
2026/04/24,09:46:45,[外部ログ] デスクトップ\ESETWebBlockTEST\20260424\client_esetsettingsstart_filedelete.bat - サクラエディタ32bit 2.4.2.6048  
